tweet,location
"Talking about movies in Navrangpura, Bangalore. Quite interesting!","Bangalore, India"
"Talking about event in Banjara Hills, Kolkata. Quite interesting!",
"Talking about traffic in Connaught Place, Mumbai. Quite interesting!","Mumbai, India"
"Talking about event in Andheri, Bangalore. Quite interesting!","Andheri, Bangalore"
"Talking about movies in Koregaon Park, Bangalore. Quite interesting!",BANGALORE
"Talking about traffic in Andheri, Delhi. Quite interesting!",Delhi 
"Talking about event in Andheri, Hyderabad. Quite interesting!",Hyderabad 
"Talking about technology in Connaught Place, Ahmedabad. Quite interesting!",ahmedabad
"Talking about movies in Connaught Place, Kolkata. Quite interesting!",kolkata
"Talking about event in Andheri, Hyderabad. Quite interesting!","Hyderabad, India"
"Talking about movies in Koregaon Park, Hyderabad. Quite interesting!","Koregaon Park, Hyderabad"
"Talking about event in T Nagar, Pune. Quite interesting!",Pune 
"Talking about sports in Andheri, Chennai. Quite interesting!",
"Talking about weather in Indiranagar, Kolkata. Quite interesting!",KOLKATA
"Talking about traffic in Connaught Place, Pune. Quite interesting!",Pune 
"Talking about sports in Connaught Place, Pune. Quite interesting!",
"Talking about food in Banjara Hills, Kolkata. Quite interesting!","Banjara Hills, Kolkata"
"Talking about movies in Banjara Hills, Bangalore. Quite interesting!","Bangalore, India"
"Talking about technology in T Nagar, Bangalore. Quite interesting!",
"Talking about traffic in Salt Lake, Pune. Quite interesting!",PUNE
"Talking about food in Navrangpura, Kolkata. Quite interesting!",KOLKATA
"Talking about movies in Navrangpura, Pune. Quite interesting!",PUNE
"Talking about traffic in T Nagar, Delhi. Quite interesting!","Delhi, India"
"Talking about weather in Indiranagar, Delhi. Quite interesting!",delhi
"Talking about food in T Nagar, Mumbai. Quite interesting!",MUMBAI
"Talking about technology in Koregaon Park, Chennai. Quite interesting!",CHENNAI
"Talking about weather in Indiranagar, Delhi. Quite interesting!","Delhi, India"
"Talking about movies in T Nagar, Bangalore. Quite interesting!","Bangalore, India"
"Talking about traffic in T Nagar, Hyderabad. Quite interesting!",
"Talking about weather in T Nagar, Pune. Quite interesting!",PUNE
"Talking about food in Andheri, Pune. Quite interesting!",
"Talking about movies in T Nagar, Bangalore. Quite interesting!",
"Talking about sports in Andheri, Hyderabad. Quite interesting!",HYDERABAD
"Talking about event in T Nagar, Pune. Quite interesting!","Pune, India"
"Talking about weather in Andheri, Hyderabad. Quite interesting!",HYDERABAD
"Talking about sports in Salt Lake, Bangalore. Quite interesting!",
"Talking about sports in Navrangpura, Pune. Quite interesting!",
"Talking about weather in Banjara Hills, Hyderabad. Quite interesting!","Hyderabad, India"
"Talking about sports in Indiranagar, Delhi. Quite interesting!",
"Talking about movies in Salt Lake, Kolkata. Quite interesting!",
"Talking about sports in Indiranagar, Bangalore. Quite interesting!",Bangalore 
"Talking about event in Salt Lake, Kolkata. Quite interesting!",KOLKATA
"Talking about weather in Navrangpura, Pune. Quite interesting!",
"Talking about technology in Indiranagar, Bangalore. Quite interesting!",Bangalore 
"Talking about movies in Navrangpura, Pune. Quite interesting!",PUNE
"Talking about weather in Koregaon Park, Chennai. Quite interesting!","Chennai, India"
"Talking about weather in Koregaon Park, Delhi. Quite interesting!","Delhi, India"
"Talking about traffic in Koregaon Park, Hyderabad. Quite interesting!","Koregaon Park, Hyderabad"
"Talking about weather in Indiranagar, Pune. Quite interesting!",
"Talking about food in T Nagar, Chennai. Quite interesting!","Chennai, India"
"Talking about event in Andheri, Pune. Quite interesting!","Pune, India"
"Talking about sports in Koregaon Park, Hyderabad. Quite interesting!",HYDERABAD
"Talking about movies in Koregaon Park, Kolkata. Quite interesting!","Kolkata, India"
"Talking about movies in T Nagar, Pune. Quite interesting!","Pune, India"
"Talking about traffic in Navrangpura, Ahmedabad. Quite interesting!",AHMEDABAD
"Talking about food in Koregaon Park, Bangalore. Quite interesting!",BANGALORE
"Talking about sports in Indiranagar, Ahmedabad. Quite interesting!",Ahmedabad 
"Talking about technology in Andheri, Kolkata. Quite interesting!","Andheri, Kolkata"
"Talking about food in Connaught Place, Chennai. Quite interesting!","Chennai, India"
"Talking about sports in Koregaon Park, Delhi. Quite interesting!",DELHI
"Talking about sports in T Nagar, Delhi. Quite interesting!","T Nagar, Delhi"
"Talking about movies in Andheri, Delhi. Quite interesting!","Delhi, India"
"Talking about movies in Indiranagar, Delhi. Quite interesting!",
"Talking about event in Salt Lake, Kolkata. Quite interesting!",kolkata
"Talking about traffic in Navrangpura, Kolkata. Quite interesting!",KOLKATA
"Talking about movies in Indiranagar, Mumbai. Quite interesting!",MUMBAI
"Talking about traffic in Koregaon Park, Hyderabad. Quite interesting!",Hyderabad 
"Talking about technology in T Nagar, Ahmedabad. Quite interesting!",AHMEDABAD
"Talking about weather in Salt Lake, Pune. Quite interesting!","Pune, India"
"Talking about weather in Connaught Place, Mumbai. Quite interesting!","Mumbai, India"
"Talking about traffic in Indiranagar, Hyderabad. Quite interesting!",hyderabad
"Talking about sports in Banjara Hills, Delhi. Quite interesting!",Delhi 
"Talking about event in Connaught Place, Bangalore. Quite interesting!","Connaught Place, Bangalore"
"Talking about traffic in Navrangpura, Mumbai. Quite interesting!",MUMBAI
"Talking about weather in Navrangpura, Kolkata. Quite interesting!",KOLKATA
"Talking about food in Banjara Hills, Hyderabad. Quite interesting!",HYDERABAD
"Talking about sports in T Nagar, Ahmedabad. Quite interesting!",
"Talking about technology in Koregaon Park, Bangalore. Quite interesting!","Bangalore, India"
"Talking about event in Salt Lake, Pune. Quite interesting!",pune
"Talking about technology in Andheri, Ahmedabad. Quite interesting!","Ahmedabad, India"
"Talking about sports in Navrangpura, Delhi. Quite interesting!",delhi
"Talking about food in Connaught Place, Kolkata. Quite interesting!",kolkata
"Talking about movies in Salt Lake, Chennai. Quite interesting!",chennai
"Talking about movies in Salt Lake, Delhi. Quite interesting!",
"Talking about traffic in Andheri, Bangalore. Quite interesting!",
"Talking about food in Connaught Place, Mumbai. Quite interesting!",mumbai
"Talking about sports in Andheri, Bangalore. Quite interesting!",
"Talking about weather in Salt Lake, Hyderabad. Quite interesting!",HYDERABAD
"Talking about movies in Andheri, Kolkata. Quite interesting!",kolkata
"Talking about sports in Connaught Place, Mumbai. Quite interesting!",mumbai
"Talking about sports in Connaught Place, Pune. Quite interesting!",PUNE
"Talking about weather in Banjara Hills, Delhi. Quite interesting!","Banjara Hills, Delhi"
"Talking about sports in Salt Lake, Mumbai. Quite interesting!",Mumbai 
"Talking about traffic in Navrangpura, Pune. Quite interesting!",PUNE
"Talking about weather in Connaught Place, Pune. Quite interesting!",pune
"Talking about technology in Connaught Place, Ahmedabad. Quite interesting!",ahmedabad
"Talking about food in Salt Lake, Chennai. Quite interesting!",CHENNAI
"Talking about traffic in Koregaon Park, Kolkata. Quite interesting!","Kolkata, India"
"Talking about food in Banjara Hills, Ahmedabad. Quite interesting!",
"Talking about traffic in Banjara Hills, Mumbai. Quite interesting!",mumbai
"Talking about sports in Navrangpura, Hyderabad. Quite interesting!","Navrangpura, Hyderabad"
"Talking about technology in T Nagar, Hyderabad. Quite interesting!",hyderabad
"Talking about traffic in Navrangpura, Mumbai. Quite interesting!",MUMBAI
"Talking about event in Koregaon Park, Kolkata. Quite interesting!",KOLKATA
"Talking about sports in T Nagar, Mumbai. Quite interesting!",MUMBAI
"Talking about weather in Connaught Place, Ahmedabad. Quite interesting!",
"Talking about weather in Salt Lake, Mumbai. Quite interesting!","Salt Lake, Mumbai"
"Talking about weather in Banjara Hills, Delhi. Quite interesting!",Delhi 
"Talking about traffic in Navrangpura, Kolkata. Quite interesting!","Navrangpura, Kolkata"
"Talking about sports in Indiranagar, Delhi. Quite interesting!",DELHI
"Talking about food in T Nagar, Pune. Quite interesting!",Pune 
"Talking about traffic in Connaught Place, Pune. Quite interesting!",PUNE
"Talking about event in Andheri, Chennai. Quite interesting!",
"Talking about traffic in Banjara Hills, Bangalore. Quite interesting!","Bangalore, India"
"Talking about event in T Nagar, Chennai. Quite interesting!",Chennai 
"Talking about sports in Banjara Hills, Kolkata. Quite interesting!",
"Talking about technology in Indiranagar, Delhi. Quite interesting!",DELHI
"Talking about movies in Banjara Hills, Ahmedabad. Quite interesting!",AHMEDABAD
"Talking about event in Indiranagar, Delhi. Quite interesting!","Delhi, India"
"Talking about food in Indiranagar, Pune. Quite interesting!","Indiranagar, Pune"
"Talking about event in T Nagar, Mumbai. Quite interesting!",
"Talking about traffic in Salt Lake, Pune. Quite interesting!",PUNE
"Talking about event in Koregaon Park, Hyderabad. Quite interesting!",
"Talking about event in Salt Lake, Pune. Quite interesting!",Pune 
"Talking about weather in Navrangpura, Mumbai. Quite interesting!",
"Talking about event in Salt Lake, Ahmedabad. Quite interesting!",
"Talking about event in Connaught Place, Kolkata. Quite interesting!","Connaught Place, Kolkata"
"Talking about event in Salt Lake, Hyderabad. Quite interesting!",HYDERABAD
"Talking about traffic in Koregaon Park, Delhi. Quite interesting!",delhi
"Talking about weather in Koregaon Park, Ahmedabad. Quite interesting!","Ahmedabad, India"
"Talking about technology in T Nagar, Bangalore. Quite interesting!",
"Talking about food in Navrangpura, Delhi. Quite interesting!","Delhi, India"
"Talking about food in Connaught Place, Ahmedabad. Quite interesting!","Connaught Place, Ahmedabad"
"Talking about event in T Nagar, Pune. Quite interesting!","Pune, India"
"Talking about sports in Koregaon Park, Hyderabad. Quite interesting!",Hyderabad 
"Talking about movies in Connaught Place, Delhi. Quite interesting!","Delhi, India"
"Talking about movies in Andheri, Pune. Quite interesting!",pune
"Talking about traffic in Salt Lake, Bangalore. Quite interesting!","Salt Lake, Bangalore"
"Talking about traffic in T Nagar, Kolkata. Quite interesting!",Kolkata 
"Talking about weather in T Nagar, Mumbai. Quite interesting!",
"Talking about event in T Nagar, Mumbai. Quite interesting!",mumbai
"Talking about traffic in Salt Lake, Hyderabad. Quite interesting!",HYDERABAD
"Talking about movies in T Nagar, Chennai. Quite interesting!",CHENNAI
"Talking about traffic in Navrangpura, Bangalore. Quite interesting!",bangalore
"Talking about weather in Indiranagar, Chennai. Quite interesting!",
"Talking about technology in Koregaon Park, Delhi. Quite interesting!",delhi
"Talking about weather in Andheri, Chennai. Quite interesting!",chennai
"Talking about food in Koregaon Park, Kolkata. Quite interesting!",Kolkata 
"Talking about sports in Banjara Hills, Kolkata. Quite interesting!","Kolkata, India"
"Talking about technology in Indiranagar, Bangalore. Quite interesting!",Bangalore 
"Talking about traffic in T Nagar, Delhi. Quite interesting!",
"Talking about event in Connaught Place, Kolkata. Quite interesting!",
"Talking about sports in Indiranagar, Hyderabad. Quite interesting!",Hyderabad 
"Talking about event in Navrangpura, Kolkata. Quite interesting!",kolkata
"Talking about event in Andheri, Delhi. Quite interesting!","Delhi, India"
"Talking about weather in T Nagar, Hyderabad. Quite interesting!","Hyderabad, India"
"Talking about weather in Navrangpura, Mumbai. Quite interesting!",Mumbai 
"Talking about technology in Navrangpura, Hyderabad. Quite interesting!","Hyderabad, India"
"Talking about event in Connaught Place, Hyderabad. Quite interesting!","Connaught Place, Hyderabad"
"Talking about event in Connaught Place, Delhi. Quite interesting!",delhi
"Talking about sports in Indiranagar, Kolkata. Quite interesting!",kolkata
"Talking about sports in Navrangpura, Delhi. Quite interesting!",
"Talking about traffic in Salt Lake, Hyderabad. Quite interesting!",
"Talking about food in Salt Lake, Ahmedabad. Quite interesting!",Ahmedabad 
"Talking about weather in T Nagar, Ahmedabad. Quite interesting!",Ahmedabad 
"Talking about traffic in Andheri, Delhi. Quite interesting!",delhi
"Talking about food in Connaught Place, Delhi. Quite interesting!",delhi
"Talking about sports in Connaught Place, Chennai. Quite interesting!","Chennai, India"
"Talking about traffic in Indiranagar, Delhi. Quite interesting!","Indiranagar, Delhi"
"Talking about movies in Koregaon Park, Pune. Quite interesting!",pune
"Talking about technology in Connaught Place, Pune. Quite interesting!",Pune 
"Talking about food in Koregaon Park, Pune. Quite interesting!","Pune, India"
"Talking about movies in Andheri, Mumbai. Quite interesting!",
"Talking about food in Indiranagar, Pune. Quite interesting!","Pune, India"
"Talking about sports in Indiranagar, Delhi. Quite interesting!","Indiranagar, Delhi"
"Talking about technology in Banjara Hills, Ahmedabad. Quite interesting!",AHMEDABAD
"Talking about event in Indiranagar, Mumbai. Quite interesting!",
"Talking about food in Koregaon Park, Bangalore. Quite interesting!",Bangalore 
"Talking about technology in Banjara Hills, Delhi. Quite interesting!",delhi
"Talking about weather in Andheri, Ahmedabad. Quite interesting!",ahmedabad
"Talking about technology in Andheri, Kolkata. Quite interesting!",Kolkata 
"Talking about traffic in T Nagar, Ahmedabad. Quite interesting!","T Nagar, Ahmedabad"
"Talking about event in T Nagar, Bangalore. Quite interesting!","T Nagar, Bangalore"
"Talking about sports in Indiranagar, Mumbai. Quite interesting!",mumbai
"Talking about sports in Banjara Hills, Mumbai. Quite interesting!",Mumbai 
"Talking about event in Connaught Place, Hyderabad. Quite interesting!",
"Talking about movies in Salt Lake, Mumbai. Quite interesting!","Mumbai, India"
"Talking about traffic in Koregaon Park, Ahmedabad. Quite interesting!",ahmedabad
